flow_duration,total_fwd_packets,total_bwd_packets,flow_bytes_per_sec,flow_packets_per_sec,packet_length_mean,packet_length_std,syn_flag_count,ack_flag_count,urg_flag_count,destination_port,protocol_type,label
708.08,1017,2,5217920.91,10202.02,60.53,14.86,540,0,0,80,TCP,DDoS
21661.8,7,24,38023.71,241.73,1036.62,194.43,0,14,0,80,TCP,Normal
26.36,1,0,571.26,1804.39,59.1,0.0,1,0,0,2945,TCP,Port Scan
500.91,973,1,5125283.56,17707.06,67.16,5.19,279,0,0,80,TCP,DDoS
14.82,1,0,824.55,2013.0,52.89,0.0,1,0,0,9471,TCP,Port Scan
17046.74,28,9,37158.03,199.51,540.82,66.01,0,13,0,80,TCP,Normal
1233.25,431,2,2351943.44,12571.39,55.85,9.72,570,0,0,80,TCP,DDoS
863.01,174,1,5030801.78,3536.49,69.05,18.24,165,0,0,80,TCP,DDoS
27090.55,8,12,4493.29,14.0,276.16,93.84,0,11,0,9001,TCP,Botnet
16626.53,34,13,96678.32,23.01,864.48,85.61,1,19,0,443,UDP,Normal
25354.99,24,10,7711.83,18.96,264.0,200.86,1,16,0,9001,TCP,Botnet
44064.66,24,21,56883.04,169.0,486.04,227.73,0,12,0,443,TCP,Normal
23753.02,15,13,71549.7,231.46,523.27,92.79,0,8,0,80,TCP,Normal
55026.52,21,9,7043.13,28.18,429.57,151.78,0,16,0,9001,TCP,Botnet
61.89,1098,2,3681682.55,11382.61,78.89,8.55,289,0,0,8080,TCP,DDoS
37522.18,9,15,4034.53,13.21,182.37,210.91,0,12,0,6667,TCP,Botnet
13.32,1,0,2074.91,3442.91,60.17,0.0,1,0,0,1381,TCP,Port Scan
36010.91,9,17,14250.21,109.06,597.94,110.9,1,20,0,80,TCP,Normal
16.86,2,0,1964.49,2581.47,46.27,0.0,1,0,0,7449,TCP,Port Scan
29499.22,12,23,41876.69,208.43,1015.88,155.09,0,26,0,80,TCP,Normal
10311.64,20,28,118039.75,100.53,440.49,243.82,1,5,0,443,TCP,Normal
11640.96,9,13,133799.47,125.79,824.88,87.7,1,7,0,80,TCP,Normal
13847.26,4,19,67638.46,27.59,1067.76,91.98,1,25,0,80,TCP,Normal
40472.64,17,22,77872.08,111.69,502.46,123.51,0,4,0,443,TCP,Normal
18529.11,5,6,96186.57,167.29,995.35,198.17,0,27,0,80,TCP,Normal
30.29,1,0,2191.11,886.7,52.6,0.0,1,0,0,7743,TCP,Port Scan
5.94,2,0,1957.76,2372.9,34.27,0.0,1,0,0,9960,TCP,Port Scan
19.62,2,0,322.18,2948.07,45.35,0.0,1,0,0,8975,TCP,Port Scan
23.3,1,0,1339.23,1954.77,62.59,0.0,1,0,0,8616,TCP,Port Scan
36409.96,21,16,84253.69,119.55,430.73,83.15,0,14,0,53,TCP,Normal
219.47,154,0,2404889.77,4954.86,50.95,16.75,87,0,0,80,TCP,DDoS
11097.53,30,15,72870.01,127.25,932.4,80.9,0,20,0,443,TCP,Normal
25.07,1,0,705.73,1794.44,43.65,0.0,1,0,0,5487,TCP,Port Scan
31628.29,11,22,24248.09,242.99,900.22,58.21,0,21,0,443,TCP,Normal
38103.04,32,11,44391.31,43.86,606.8,68.11,0,20,0,80,TCP,Normal
19100.55,28,9,104144.35,145.37,1086.36,95.48,0,13,0,80,TCP,Normal
16.96,1,0,1853.26,2429.81,61.33,0.0,1,0,0,631,TCP,Port Scan
541.84,747,0,1914128.26,8113.25,83.17,8.84,458,0,0,80,TCP,DDoS
63.34,577,0,2445152.12,17597.17,50.65,11.92,536,0,0,53,TCP,DDoS
7147.48,4,3,29996.02,220.65,829.18,81.44,1,14,0,443,TCP,Normal
654.73,414,2,3347105.91,10761.49,63.78,24.83,343,0,0,443,TCP,DDoS
24808.02,21,22,65607.69,216.26,999.31,69.85,0,26,0,80,TCP,Normal
40363.75,13,23,23158.87,129.1,479.77,147.2,1,18,0,443,TCP,Normal
566.58,377,0,4966053.15,8657.68,89.68,6.39,218,1,0,443,TCP,DDoS
1097.79,1004,1,3243196.26,7961.89,81.52,11.59,468,0,0,53,TCP,DDoS
10.84,1,0,763.02,933.51,59.16,0.0,1,0,0,6845,TCP,Port Scan
10498.89,51,35,31511.92,52.47,181.11,47.49,3,58,0,22,TCP,Brute Force
19.82,1,0,800.76,2182.14,42.23,0.0,1,0,0,577,TCP,Port Scan
1152.96,474,2,5644137.9,13618.21,81.14,8.94,413,0,0,80,TCP,DDoS
20562.35,17,7,147801.97,212.95,487.26,234.17,1,25,0,80,TCP,Normal
804.47,192,1,5822006.31,6229.04,84.61,8.94,185,0,0,8080,TCP,DDoS
19916.94,29,14,146795.6,147.88,625.88,58.68,1,7,0,80,TCP,Normal
4038.85,41,54,39171.69,87.73,181.42,23.34,5,39,0,22,TCP,Brute Force
11450.1,7,17,62182.97,146.37,922.81,193.1,0,23,0,80,TCP,Normal
35.57,1,0,2061.49,2070.45,62.37,0.0,1,0,0,3317,TCP,Port Scan
34.49,2,0,1900.86,3414.99,46.58,0.0,1,0,0,5303,TCP,Port Scan
512.11,925,1,1561139.95,5833.95,87.27,10.13,488,0,0,80,TCP,DDoS
28.96,2,0,2478.22,2964.72,55.94,0.0,1,0,0,3783,TCP,Port Scan
1310.19,1047,2,5180776.33,6427.07,87.65,5.67,248,0,0,443,TCP,DDoS
4943.44,48,31,19559.02,81.15,162.43,50.54,5,28,0,22,TCP,Brute Force
42209.46,10,12,11268.9,20.03,193.03,206.21,1,15,0,6667,TCP,Botnet
50817.04,24,19,7801.11,28.33,208.71,187.04,1,8,0,1337,TCP,Botnet
37325.44,8,24,144754.23,77.17,493.66,133.72,1,23,0,443,TCP,Normal
66549.68,19,17,2280.34,11.44,375.54,93.3,1,13,0,8000,TCP,Botnet
11317.33,56,62,29253.85,95.65,209.4,47.06,3,63,0,21,TCP,Brute Force
17.17,2,0,744.93,2895.66,63.09,0.0,1,0,0,4741,TCP,Port Scan
1204.47,1045,2,4083162.67,11947.74,57.5,14.03,247,0,0,443,TCP,DDoS
520.0,1169,2,2165044.74,4828.34,68.04,16.71,543,0,0,443,TCP,DDoS
36024.05,17,10,36857.48,24.72,978.63,123.12,0,15,0,80,TCP,Normal
2.68,2,0,1945.23,3373.4,33.73,0.0,1,0,0,7299,TCP,Port Scan
17.36,1,0,1292.95,3351.82,38.86,0.0,1,0,0,5989,TCP,Port Scan
10514.36,33,15,124758.07,126.52,594.92,180.94,1,12,0,443,TCP,Normal
1.84,2,0,644.26,2603.4,34.99,0.0,1,0,0,1237,TCP,Port Scan
36710.11,5,26,83593.93,242.69,503.5,238.18,0,19,0,80,UDP,Normal
463.04,583,2,5006970.04,6679.57,73.84,13.86,247,0,0,80,TCP,DDoS
8510.82,59,39,29970.51,56.64,125.34,43.64,5,54,0,22,TCP,Brute Force
41606.05,24,20,56339.36,170.84,776.09,185.42,0,9,0,80,TCP,Normal
8383.27,60,55,23054.53,40.88,103.77,44.36,2,46,0,22,TCP,Brute Force
18767.19,21,8,97423.36,204.42,726.46,122.33,0,13,0,443,TCP,Normal
36990.56,12,14,47780.9,131.78,804.04,58.75,0,19,0,80,TCP,Normal
70955.58,12,9,7176.72,14.06,259.52,203.12,1,12,1,1337,TCP,Botnet
25946.52,9,8,6724.06,7.33,426.27,128.15,1,11,1,6667,TCP,Botnet
1114.63,735,2,5416939.25,13544.88,51.89,8.67,265,0,0,80,TCP,DDoS
10.91,1,0,1603.91,3335.59,53.5,0.0,1,0,0,3144,TCP,Port Scan
7348.55,23,27,43885.28,103.05,685.92,185.94,0,6,0,443,TCP,Normal
47841.6,22,9,5534.56,22.97,412.81,140.91,0,17,1,9001,UDP,Botnet
9056.26,39,52,38220.4,55.7,108.71,44.06,5,40,0,22,TCP,Brute Force
39005.66,23,6,95629.23,92.81,971.49,150.3,0,16,0,443,TCP,Normal
1489.6,383,2,2298654.01,6854.88,76.53,13.39,260,0,0,443,TCP,DDoS
19153.64,31,15,107966.64,42.02,622.39,243.73,0,9,0,80,UDP,Normal
12934.01,34,8,128932.0,58.02,997.98,148.15,0,18,0,80,UDP,Normal
1108.4,26,8,105298.59,142.9,924.94,232.63,0,23,0,53,TCP,Normal
4745.35,77,32,38208.79,57.76,128.0,49.8,5,60,0,22,TCP,Brute Force
13.08,2,0,969.4,823.85,38.09,0.0,1,0,0,6578,TCP,Port Scan
44571.1,27,20,141484.5,230.39,408.04,140.02,1,4,0,8080,TCP,Normal
933.7,189,0,4370249.81,8496.85,81.57,24.29,562,0,0,53,TCP,DDoS
2173.06,15,27,89209.8,82.49,678.8,68.34,0,22,0,443,TCP,Normal
828.08,707,0,5181179.44,7548.12,63.62,14.41,351,0,0,53,TCP,DDoS
1169.79,636,2,4677815.42,3527.35,71.63,20.73,407,0,0,8080,TCP,DDoS
33099.46,4,28,9521.55,80.32,816.55,60.29,0,15,0,80,TCP,Normal
16.71,2,0,1732.42,1436.24,60.62,0.0,1,0,0,6878,TCP,Port Scan
13261.13,31,27,45505.05,100.24,1046.22,91.33,1,4,0,443,TCP,Normal
42601.86,8,13,7179.37,26.17,305.57,164.54,0,5,0,6667,TCP,Botnet
3694.02,21,16,72160.04,73.97,612.24,107.99,0,6,0,80,TCP,Normal
750.17,1144,2,1411009.57,6779.97,90.64,16.63,256,0,0,8080,TCP,DDoS
13658.41,19,9,9757.4,166.29,655.05,109.05,1,3,0,443,TCP,Normal
40516.58,16,11,24036.76,91.23,541.26,231.77,1,5,0,80,TCP,Normal
857.54,551,1,4799683.32,8528.44,92.8,21.41,544,0,0,80,TCP,DDoS
37.3,2,0,1488.56,1488.51,40.4,0.0,1,0,0,6121,TCP,Port Scan
822.43,345,0,2315198.81,15341.05,64.83,15.03,90,0,0,80,TCP,DDoS
10089.78,18,14,110066.75,45.67,825.82,106.21,0,3,0,443,TCP,Normal
6596.46,14,15,81448.74,110.13,861.38,71.78,0,18,0,443,UDP,Normal
44575.72,22,8,6057.05,11.96,432.95,203.77,1,16,0,6667,UDP,Botnet
1453.22,353,0,5990816.93,17942.46,50.52,11.25,214,0,0,80,TCP,DDoS
33041.52,18,18,129317.21,241.84,932.07,138.46,0,8,0,80,TCP,Normal
37278.72,22,5,121847.46,21.83,1047.19,138.66,0,27,0,80,TCP,Normal
17964.39,24,5,13366.92,122.2,592.88,174.41,1,22,0,443,TCP,Normal
14582.34,16,4,48966.87,242.31,1061.3,116.98,0,25,0,443,TCP,Normal
315.24,646,2,4040496.61,4116.43,67.7,8.65,463,1,0,53,TCP,DDoS
552.09,438,0,4488434.33,11792.74,59.65,16.54,502,0,0,8080,TCP,DDoS
41664.6,15,7,12886.66,168.18,1081.97,63.96,0,3,0,443,TCP,Normal
5735.38,26,20,54542.8,107.61,642.43,97.81,0,5,0,80,TCP,Normal
1178.08,431,2,4200443.07,16839.35,43.12,5.59,194,0,0,443,TCP,DDoS
22.22,2,0,304.62,3083.19,61.16,0.0,1,0,0,9003,TCP,Port Scan
2171.7,14,24,43752.51,116.95,466.08,75.14,0,24,0,443,TCP,Normal
6950.95,26,28,32722.65,97.8,616.09,239.41,1,11,0,80,TCP,Normal
52476.66,18,12,11775.77,21.37,414.03,109.95,0,16,0,8000,TCP,Botnet
9874.47,16,20,96576.23,188.62,492.1,193.16,1,25,0,443,TCP,Normal
1.21,1,0,2443.81,2463.93,61.96,0.0,1,0,0,8792,TCP,Port Scan
24.56,2,0,1981.3,891.23,50.98,0.0,1,0,0,9399,TCP,Port Scan
31995.02,16,3,16124.89,118.05,709.63,183.73,0,13,0,443,TCP,Normal
6.44,2,0,1495.12,2402.96,52.47,0.0,1,0,0,7200,TCP,Port Scan
53663.5,10,10,1898.76,23.35,246.57,128.58,1,6,0,4444,TCP,Botnet
41470.77,19,21,12936.24,66.98,693.09,93.93,0,6,0,443,TCP,Normal
14623.8,6,28,79719.25,43.54,926.24,231.25,1,20,0,80,TCP,Normal
2849.78,27,4,91908.5,158.49,416.05,114.42,0,21,0,80,TCP,Normal
100.46,952,2,3689665.27,17205.6,67.77,22.74,169,0,0,80,TCP,DDoS
327.37,167,0,2761710.33,12961.11,54.03,7.54,398,0,0,53,TCP,DDoS
27.24,1,0,1013.26,2952.32,46.17,0.0,1,0,0,1933,TCP,Port Scan
5021.75,77,63,40505.14,45.72,84.54,48.51,3,49,0,22,TCP,Brute Force
23.61,2,0,1577.93,1040.11,33.86,0.0,1,0,0,4309,TCP,Port Scan
19525.58,13,15,34249.28,226.03,732.76,162.66,0,7,0,80,TCP,Normal
43802.85,10,26,79761.42,132.43,866.8,77.93,0,15,0,80,UDP,Normal
196.85,478,1,1667174.2,12099.92,79.0,5.42,479,0,0,80,TCP,DDoS
6765.73,29,27,118291.67,153.01,502.87,212.22,0,17,0,80,TCP,Normal
41929.94,34,23,116004.28,20.0,691.6,154.5,0,12,0,80,TCP,Normal
18315.87,13,29,63937.09,197.52,738.71,229.51,1,10,0,80,TCP,Normal
21899.61,16,15,22182.88,86.44,678.49,233.91,1,27,0,443,TCP,Normal
23829.34,23,24,44068.72,83.83,1053.39,194.71,0,23,0,80,TCP,Normal
29778.75,34,14,119043.33,76.05,614.13,146.63,0,12,0,443,TCP,Normal
12.44,1,0,1802.63,2409.28,46.73,0.0,1,0,0,1271,TCP,Port Scan
8085.58,20,3,55309.05,119.32,947.25,146.83,1,24,0,443,TCP,Normal
10405.03,42,66,14758.53,88.79,181.65,29.15,5,41,0,22,TCP,Brute Force
5720.21,20,14,40893.29,148.43,557.88,82.17,0,23,0,80,TCP,Normal
36.42,2,0,1934.73,2073.16,36.79,0.0,1,0,0,4110,TCP,Port Scan
588.65,5,7,111198.15,138.43,512.95,66.71,0,13,0,443,UDP,Normal
3546.41,13,19,138511.16,154.42,776.83,103.77,0,24,0,53,TCP,Normal
132.79,470,1,3558205.95,12941.79,72.46,13.45,130,0,0,443,TCP,DDoS
43196.51,19,8,17782.06,64.74,974.39,185.33,0,6,0,443,TCP,Normal
23156.53,24,26,130602.92,220.46,692.84,138.88,0,18,0,80,TCP,Normal
27087.68,25,28,74731.06,29.37,514.8,137.72,1,14,0,80,TCP,Normal
2925.78,16,17,77383.85,69.81,1010.84,67.42,0,16,0,8080,TCP,Normal
14268.87,15,16,14923.9,226.4,483.57,115.57,1,23,0,80,TCP,Normal
29934.44,17,18,2307.91,26.31,330.41,214.52,1,14,0,6667,TCP,Botnet
14551.91,28,15,116146.46,181.48,631.95,185.13,0,19,0,443,TCP,Normal
210.09,173,2,2445809.25,3533.73,47.52,20.28,568,0,0,80,TCP,DDoS
41086.15,21,19,11736.73,26.56,392.94,97.92,1,13,0,9001,TCP,Botnet
269.61,566,2,2685432.71,3996.08,94.41,5.79,144,0,0,53,TCP,DDoS
12132.18,20,6,110314.01,70.53,714.36,209.29,0,17,0,53,TCP,Normal
5923.93,14,9,103762.09,61.73,767.61,191.81,0,12,0,80,UDP,Normal
11621.84,75,32,8408.74,44.78,219.0,18.24,5,30,0,22,TCP,Brute Force
9336.77,39,57,42850.48,82.41,196.39,31.43,2,28,0,21,TCP,Brute Force
43779.29,20,5,74290.77,101.72,877.76,182.45,1,14,0,80,TCP,Normal
28068.92,6,5,95569.04,218.82,810.86,166.19,1,21,0,443,TCP,Normal
1213.57,904,0,2770212.87,3520.74,45.61,17.03,439,0,0,53,TCP,DDoS
6731.58,32,39,39885.63,53.94,167.06,16.12,2,64,0,22,TCP,Brute Force
47285.9,9,8,6419.09,24.76,293.18,189.66,0,13,0,4444,TCP,Botnet
9506.24,58,47,43821.85,103.91,99.13,30.64,3,57,0,22,TCP,Brute Force
44359.23,10,28,40324.14,203.67,474.92,206.14,1,18,0,443,TCP,Normal
2328.17,5,19,43458.14,177.8,1064.15,103.61,1,20,0,53,TCP,Normal
33534.49,17,9,94171.84,178.21,662.68,157.74,0,12,0,443,TCP,Normal
10830.5,34,30,32439.7,89.17,198.89,36.61,2,31,0,22,TCP,Brute Force
34.5,2,0,1140.1,3023.04,53.78,0.0,1,0,0,2383,TCP,Port Scan
29856.22,25,22,62557.46,124.74,690.47,196.1,0,19,0,80,TCP,Normal
53511.62,11,6,6678.19,29.9,203.58,217.54,1,5,0,1337,TCP,Botnet
15084.75,13,6,84732.15,162.5,864.44,217.26,0,12,0,443,TCP,Normal
8139.73,26,7,7666.65,230.29,482.43,165.3,0,19,0,443,TCP,Normal
22499.5,29,15,35698.58,53.18,931.28,150.12,1,18,0,443,TCP,Normal
8376.14,77,29,24046.79,56.18,109.95,15.26,4,40,0,22,TCP,Brute Force
29312.62,31,17,40304.93,233.22,442.19,236.89,0,4,0,80,TCP,Normal
42466.25,4,15,100865.4,170.01,575.76,180.09,0,27,0,443,TCP,Normal
2782.58,31,7,110491.74,131.41,885.66,160.55,0,23,0,443,TCP,Normal
8857.91,37,58,22862.55,103.93,153.18,39.75,3,44,0,22,TCP,Brute Force
38703.54,12,15,107230.93,190.65,874.41,100.46,1,24,0,80,UDP,Normal
38527.36,9,22,131099.2,40.27,943.76,219.51,0,5,0,80,TCP,Normal
4731.36,32,39,42672.27,47.0,158.11,26.42,2,50,0,22,TCP,Brute Force
38819.68,16,12,7851.77,24.74,393.6,107.15,1,14,1,8000,UDP,Botnet
39.08,1,0,1631.79,1650.65,49.34,0.0,1,0,0,4741,TCP,Port Scan
18929.28,19,16,28871.12,115.48,410.03,145.67,0,24,0,80,TCP,Normal
27877.27,23,22,100079.93,215.04,907.02,208.42,0,5,0,80,TCP,Normal
5095.29,29,15,87356.27,88.16,1056.82,213.75,1,11,0,80,TCP,Normal
4140.5,55,27,17960.77,75.89,203.64,58.67,5,42,0,21,TCP,Brute Force
9517.22,74,38,36159.23,81.97,111.18,30.19,5,32,0,22,TCP,Brute Force
67491.11,8,10,5957.63,11.31,373.64,168.79,0,9,0,8000,TCP,Botnet
1.58,1,0,2015.26,1767.97,35.79,0.0,1,0,0,8547,TCP,Port Scan
36.3,2,0,2208.99,1413.3,32.26,0.0,1,0,0,4402,TCP,Port Scan
22258.32,12,27,148052.58,32.86,499.53,60.57,0,19,0,443,TCP,Normal
55.39,714,1,3450560.49,8699.4,64.67,24.61,387,0,0,80,TCP,DDoS
565.87,466,1,4383545.46,10718.57,51.01,11.39,337,0,0,80,TCP,DDoS
156.06,273,1,3628165.19,8078.31,66.04,17.26,521,0,0,8080,TCP,DDoS
682.64,832,0,3346460.97,14438.57,85.84,11.96,260,0,0,443,TCP,DDoS
39071.28,16,11,142816.58,153.77,705.63,166.02,0,21,0,80,TCP,Normal
8701.41,24,19,8167.77,198.13,494.1,143.54,0,8,0,443,TCP,Normal
44775.37,18,16,1460.63,20.26,369.2,219.07,0,13,0,1337,TCP,Botnet
25635.43,21,3,117451.5,124.26,767.07,138.15,0,8,0,443,TCP,Normal
31.4,1,0,709.79,1527.62,39.77,0.0,1,0,0,2324,TCP,Port Scan
36342.88,22,14,6240.53,7.51,250.83,133.09,1,12,0,6667,UDP,Botnet
30178.65,19,3,6728.11,52.13,901.02,244.56,1,13,0,80,TCP,Normal
253.95,373,1,3401735.01,10254.14,48.68,20.29,311,0,0,80,TCP,DDoS
37392.62,13,17,4159.1,17.63,437.61,104.14,0,14,0,1337,UDP,Botnet
12.85,2,0,496.71,2212.45,52.26,0.0,1,0,0,6806,TCP,Port Scan
839.06,1087,1,1500886.08,10441.13,49.3,7.52,340,0,0,80,TCP,DDoS
41715.64,13,13,11678.23,205.86,524.52,152.94,1,24,0,443,TCP,Normal
28996.48,14,10,9261.33,15.1,353.51,186.96,0,5,0,9001,TCP,Botnet
38.53,2,0,856.71,1604.71,44.26,0.0,1,0,0,2308,TCP,Port Scan
18978.22,6,17,85813.89,28.97,866.79,114.61,1,26,0,80,UDP,Normal
28139.23,9,4,135462.75,164.53,707.05,57.75,0,19,0,443,TCP,Normal
25515.27,18,18,2265.75,19.3,178.73,102.45,1,13,0,4444,UDP,Botnet
4.91,2,0,1518.54,1394.66,59.59,0.0,1,0,0,6672,TCP,Port Scan
16574.11,8,9,23532.72,153.91,609.91,56.88,0,26,0,443,TCP,Normal
24912.18,16,25,87440.08,33.61,842.96,203.78,1,10,0,80,UDP,Normal
42115.16,21,16,124995.19,59.26,421.32,90.89,0,10,0,80,TCP,Normal
33847.88,27,10,148005.77,115.39,927.71,224.29,0,10,0,443,TCP,Normal
69.6,485,0,1675890.87,14406.97,94.17,23.92,454,0,0,443,TCP,DDoS
9563.4,68,68,35158.16,53.86,119.99,53.91,5,33,0,22,TCP,Brute Force
600.42,1097,2,3562245.44,4483.1,84.67,22.32,292,0,0,53,TCP,DDoS
56694.96,15,9,4144.02,19.46,360.18,171.65,0,11,0,1337,TCP,Botnet
41869.41,34,22,51807.42,79.36,724.79,76.66,1,13,0,80,TCP,Normal
37370.72,28,15,49630.4,230.17,1066.97,115.35,0,12,0,80,TCP,Normal
42314.49,13,6,110230.26,161.97,917.59,92.93,0,12,0,80,TCP,Normal
11540.42,70,63,30984.41,40.28,210.36,31.27,2,27,0,22,TCP,Brute Force
769.52,426,1,4416539.99,13479.53,78.72,14.85,238,0,0,80,TCP,DDoS
10220.6,23,13,52030.03,48.08,649.41,231.37,0,27,0,443,UDP,Normal
27226.45,26,8,138311.84,134.3,1094.51,220.28,0,17,0,80,TCP,Normal
35806.03,6,21,34094.4,248.77,462.87,50.46,0,6,0,443,TCP,Normal
900.37,905,2,3235998.43,11974.59,41.7,10.5,489,1,0,80,TCP,DDoS
19643.49,12,15,6349.9,12.81,235.51,182.27,0,8,0,1337,UDP,Botnet
254.63,1047,2,4096019.06,16719.25,51.48,18.31,103,0,0,80,TCP,DDoS
39138.13,34,28,112692.45,117.86,642.15,124.21,1,26,0,443,TCP,Normal
42224.97,27,9,87676.34,160.35,1059.66,207.64,0,4,0,443,TCP,Normal
12672.62,17,7,147514.72,143.39,751.84,101.56,1,5,0,80,TCP,Normal
1225.7,924,0,5470243.94,13974.07,60.18,7.12,457,1,0,443,TCP,DDoS
1415.63,536,2,5717502.39,9133.91,76.41,14.3,500,0,0,80,TCP,DDoS
35491.76,10,11,108817.78,159.68,462.0,185.37,0,8,0,8080,TCP,Normal
26668.6,29,23,62349.7,159.42,818.41,208.59,0,21,0,443,UDP,Normal
4693.32,76,45,37910.15,81.64,181.39,31.48,5,27,0,3389,TCP,Brute Force
34.53,2,0,1170.04,1196.36,47.33,0.0,1,0,0,5145,TCP,Port Scan
44632.55,26,25,16176.31,98.29,1006.47,93.11,0,23,0,80,TCP,Normal
1272.97,653,2,1103145.46,17976.32,81.38,22.28,260,0,0,80,TCP,DDoS
10560.52,24,10,139907.77,41.93,715.04,117.49,1,25,0,80,TCP,Normal
22753.57,14,28,8177.43,89.24,751.84,61.24,0,6,0,80,TCP,Normal
949.03,23,5,132996.49,31.94,533.78,112.02,1,6,0,443,TCP,Normal
37.9,2,0,912.95,3317.87,39.95,0.0,1,0,0,6589,TCP,Port Scan
3.73,1,0,1523.7,3298.21,36.7,0.0,1,0,0,9887,TCP,Port Scan
10864.13,16,4,35365.56,143.53,916.05,175.46,0,18,0,443,UDP,Normal
26972.77,11,11,11553.94,5.54,371.6,214.23,1,16,0,6667,TCP,Botnet
119.31,1022,1,1742211.19,13079.16,65.27,24.84,168,0,0,80,TCP,DDoS
3093.27,52,71,22573.73,63.87,172.06,52.56,2,27,0,22,TCP,Brute Force
29260.79,4,5,83182.71,78.67,937.51,200.36,0,21,0,80,TCP,Normal
17712.92,16,26,26338.67,88.53,462.83,232.17,0,27,0,80,TCP,Normal
17.83,1,0,1447.43,2874.68,34.85,0.0,1,0,0,7131,TCP,Port Scan
2567.04,22,9,29726.0,34.96,1064.22,243.13,1,11,0,80,TCP,Normal
68070.16,19,10,5886.73,7.07,180.65,145.83,1,12,0,4444,TCP,Botnet
1116.87,34,10,101987.1,203.69,1052.93,54.03,0,22,0,443,TCP,Normal
1203.69,14,18,137119.4,101.62,697.34,93.07,0,18,0,80,UDP,Normal
24828.61,25,20,117394.26,236.08,1026.38,169.58,1,10,0,443,TCP,Normal
609.43,852,1,1161445.61,17582.5,40.79,17.03,239,0,0,80,TCP,DDoS
42870.4,22,3,149824.98,32.64,804.98,66.51,0,15,0,443,TCP,Normal
68783.97,16,16,8493.49,28.31,221.08,177.11,1,16,1,6667,TCP,Botnet
31504.8,16,13,132233.44,189.07,962.44,106.41,0,11,0,443,TCP,Normal
13754.74,23,21,73385.82,72.32,516.33,116.55,1,7,0,80,TCP,Normal
28806.27,25,11,93823.15,220.95,906.78,74.11,1,8,0,443,UDP,Normal
39294.37,29,21,146500.46,97.49,527.48,207.94,0,21,0,80,TCP,Normal
18601.43,18,10,105019.73,237.46,842.48,137.06,0,20,0,80,TCP,Normal
1019.69,281,1,5851885.06,7143.58,83.58,9.5,118,0,0,443,TCP,DDoS
1396.66,658,1,1648196.31,6738.06,58.8,8.37,313,1,0,443,TCP,DDoS
20.64,1,0,2082.33,3474.01,38.15,0.0,1,0,0,6681,TCP,Port Scan
45986.28,19,9,3245.05,18.7,157.19,186.99,1,5,0,1337,TCP,Botnet
31179.06,12,29,105610.16,90.34,931.47,173.95,0,12,0,80,TCP,Normal
26065.15,16,17,2050.06,17.16,212.93,107.87,1,6,0,4444,TCP,Botnet
1341.18,409,0,4280804.2,10154.88,75.33,5.77,590,0,0,443,TCP,DDoS
70718.02,12,10,5732.27,9.7,152.49,215.81,0,12,1,1337,TCP,Botnet
21340.69,15,23,12285.24,28.03,785.81,137.64,1,3,0,443,TCP,Normal
28566.17,27,12,105017.93,53.11,816.75,84.42,1,22,0,80,TCP,Normal
37365.52,33,24,74141.64,164.92,980.06,206.69,0,9,0,443,TCP,Normal
4621.83,30,23,137609.56,119.82,581.1,136.88,1,21,0,443,TCP,Normal
79420.55,18,7,3483.88,11.64,178.45,128.56,1,8,0,8000,TCP,Botnet
194.98,931,2,961495.76,11312.72,81.91,15.75,302,0,0,80,TCP,DDoS
1.28,1,0,1527.2,1755.85,58.27,0.0,1,0,0,1079,TCP,Port Scan
549.49,30,18,36594.25,172.22,843.6,168.69,0,8,0,443,UDP,Normal
31894.31,24,19,113836.78,74.28,500.48,87.08,0,24,0,443,UDP,Normal
7001.3,15,9,39079.54,170.02,683.64,169.21,0,15,0,443,UDP,Normal
247.1,471,2,1112380.48,7882.55,47.9,19.2,226,0,0,80,TCP,DDoS
30296.16,21,18,11534.4,26.98,271.35,120.81,1,6,0,8000,TCP,Botnet
6067.89,68,70,33870.72,91.58,137.51,38.66,4,34,0,22,TCP,Brute Force
21.48,1,0,238.66,2204.57,54.27,0.0,1,0,0,9346,TCP,Port Scan
19254.26,17,28,145105.29,49.31,895.38,244.56,1,21,0,443,TCP,Normal
871.17,1062,1,1564477.77,13663.41,93.54,20.81,303,1,0,80,TCP,DDoS
96.39,190,2,3976472.43,16068.97,40.85,13.71,83,0,0,80,TCP,DDoS
5.13,1,0,1743.29,1232.53,32.25,0.0,1,0,0,1206,TCP,Port Scan
2.3,2,0,383.18,2375.28,62.33,0.0,1,0,0,4144,TCP,Port Scan
5829.41,20,15,91070.91,176.19,952.42,149.69,0,17,0,443,TCP,Normal
37639.3,19,16,137369.4,150.11,527.87,77.92,0,15,0,443,TCP,Normal
8876.33,25,7,13265.35,155.19,988.24,53.5,0,8,0,80,UDP,Normal
38.59,2,0,1035.2,3080.71,45.39,0.0,1,0,0,8582,TCP,Port Scan
24687.45,9,16,71453.59,131.48,516.04,239.14,1,4,0,80,UDP,Normal
15.16,2,0,1093.91,1969.01,36.61,0.0,1,0,0,1955,TCP,Port Scan
605.26,357,1,5088057.03,12125.25,64.44,23.88,596,0,0,53,TCP,DDoS
18022.1,12,15,40168.92,87.09,1047.02,96.08,0,3,0,80,TCP,Normal
1186.7,255,2,5787383.92,16966.35,83.42,19.47,487,0,0,80,TCP,DDoS
